Measure Mode: wall_time
Thread ID: 69917501084600
Fiber ID: 69917530404360
Total: 54.721102
Sort by: self_time

 %self      total      self      wait     child     calls  name
 19.17     19.015    10.492     8.524     0.000     6000   IO#gets

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917530132900
Fiber ID: 69917530256680
Total: 2.219157
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      2.219     0.000     2.219     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917530255360
Fiber ID: 69917531461300
Total: 2.194191
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.22      2.194     0.005     2.189     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917531457640
Fiber ID: 69917531697480
Total: 2.189019
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      2.189     0.000     2.189     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917531708740
Fiber ID: 69917533083660
Total: 2.183064
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.46      2.183     0.010     2.173     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917533116780
Fiber ID: 69917533239940
Total: 2.172700
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      2.173     0.000     2.173     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917533236720
Fiber ID: 69917534600040
Total: 2.166721
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.06      2.167     0.001     2.165     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917534650300
Fiber ID: 69917534833660
Total: 2.165239
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      2.165     0.000     2.165     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917534830920
Fiber ID: 69917536587880
Total: 2.159385
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      2.159     0.000     2.159     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917536867080
Fiber ID: 69917537061880
Total: 2.153663
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      2.154     0.000     2.154     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917537113920
Fiber ID: 69917561765460
Total: 2.147920
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.19      2.148     0.004     2.144     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917510242040
Fiber ID: 69917512168240
Total: 2.116505
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.26      2.117     0.005     2.111     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917512196440
Fiber ID: 69917517491320
Total: 2.110754
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      2.111     0.000     2.111     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917517489660
Fiber ID: 69917518451680
Total: 2.104966
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.11      2.105     0.002     2.103     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917518449420
Fiber ID: 69917518559720
Total: 2.102306
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      2.102     0.000     2.102     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917520448420
Fiber ID: 69917520584440
Total: 2.069263
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      2.069     0.000     2.069     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917520583260
Fiber ID: 69917521211540
Total: 2.060849
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      2.061     0.000     2.061     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917521584060
Fiber ID: 69917521632320
Total: 2.050455
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      2.050     0.000     2.050     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917521630780
Fiber ID: 69917522354540
Total: 2.045331
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      2.045     0.000     2.045     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917522506540
Fiber ID: 69917514728640
Total: 2.042317
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      2.042     0.000     2.042     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917522820640
Fiber ID: 69917527929540
Total: 2.036518
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.59      2.037     0.012     2.024     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917527925520
Fiber ID: 69917527974380
Total: 2.023742
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      2.024     0.000     2.024     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917527989520
Fiber ID: 69917528439200
Total: 2.015997
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.54      2.016     0.011     2.005     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917528437480
Fiber ID: 69917528500220
Total: 2.004469
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      2.004     0.000     2.004     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917528522380
Fiber ID: 69917528907380
Total: 1.997904
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.998     0.000     1.998     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917529111360
Fiber ID: 69917529190160
Total: 1.986220
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.986     0.000     1.986     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917529188040
Fiber ID: 69917529759760
Total: 1.976920
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.06      1.977     0.001     1.976     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917529774440
Fiber ID: 69917529827920
Total: 1.975228
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.975     0.000     1.975     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917529826800
Fiber ID: 69917530254800
Total: 1.968523
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.969     0.000     1.968     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917530471740
Fiber ID: 69917530683420
Total: 1.944483
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.944     0.000     1.944     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917530734040
Fiber ID: 69917532126880
Total: 1.921282
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.55      1.921     0.011     1.911     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917532132060
Fiber ID: 69917532404940
Total: 1.908438
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.908     0.000     1.908     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917532399640
Fiber ID: 69917533218720
Total: 1.899501
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.03      1.900     0.001     1.899     0.000        1   Stomp::Client#start_listeners
  0.00      0.000     0.000     0.000     0.000        1   IO#gets
  0.00      0.000     0.000     0.000     0.000        2   Mutex#synchronize
  0.00      0.000     0.000     0.000     0.000        1   Kernel#nil?
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#__old_receive
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#_init_line_read
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#receive
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#_receive
  0.00      0.000     0.000     0.000     0.000        2   Stomp::Connection#closed?
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#socket
  0.00      0.000     0.000     0.000     0.000        1   NilClass#nil?

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917533807880
Fiber ID: 69917536037140
Total: 1.869733
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.05      1.870     0.001     1.869     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917536046420
Fiber ID: 69917536353820
Total: 1.866551
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.01      1.867     0.000     1.866     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917536350080
Fiber ID: 69917537153940
Total: 1.859195
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.859     0.000     1.859     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917537986300
Fiber ID: 69917561671340
Total: 1.852286
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.852     0.000     1.852     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917561669360
Fiber ID: 69917561650160
Total: 1.846119
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.846     0.000     1.846     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917562002080
Fiber ID: 69917565835440
Total: 1.749627
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.750     0.000     1.750     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917565835300
Fiber ID: 69917503535400
Total: 1.744357
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.744     0.000     1.744     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917506594860
Fiber ID: 69917507075020
Total: 1.740442
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.740     0.000     1.740     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917507098640
Fiber ID: 69917511218820
Total: 1.734647
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.735     0.000     1.735     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917511398880
Fiber ID: 69917511476720
Total: 1.728864
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.729     0.000     1.729     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917511496340
Fiber ID: 69917517721980
Total: 1.722966
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.723     0.000     1.723     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917517945760
Fiber ID: 69917518131700
Total: 1.704376
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.704     0.000     1.704     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917518128540
Fiber ID: 69917519916560
Total: 1.698750
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.56      1.699     0.010     1.689     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917519914580
Fiber ID: 69917520168580
Total: 1.688638
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.689     0.000     1.689     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917520167420
Fiber ID: 69917520702260
Total: 1.683271
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.683     0.000     1.683     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917521069740
Fiber ID: 69917521207800
Total: 1.679338
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.679     0.000     1.679     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917521221820
Fiber ID: 69917521926700
Total: 1.668793
Sort by: self_time

 %self      total      self      wait     child     calls  name
  1.36      1.669     0.023     1.646     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917521923400
Fiber ID: 69917522315160
Total: 1.639291
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.639     0.000     1.639     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917522361660
Fiber ID: 69917527707620
Total: 1.624992
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.62      1.625     0.010     1.615     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917527705860
Fiber ID: 69917527800280
Total: 1.614527
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.615     0.000     1.614     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917527799540
Fiber ID: 69917528154480
Total: 1.605367
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.80      1.605     0.013     1.593     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917528177060
Fiber ID: 69917528193740
Total: 1.592201
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.592     0.000     1.592     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917528808840
Fiber ID: 69917528905540
Total: 1.584560
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.585     0.000     1.585     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917528904840
Fiber ID: 69917529203520
Total: 1.579778
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.580     0.000     1.580     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917529459060
Fiber ID: 69917529507860
Total: 1.572877
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.573     0.000     1.573     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917529506480
Fiber ID: 69917530131040
Total: 1.567187
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.08      1.567     0.001     1.566     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917530129540
Fiber ID: 69917530252460
Total: 1.565700
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.566     0.000     1.566     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917530251300
Fiber ID: 69917531456760
Total: 1.559905
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.10      1.560     0.002     1.558     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917531471000
Fiber ID: 69917531723360
Total: 1.558098
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.558     0.000     1.558     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917531719980
Fiber ID: 69917533140660
Total: 1.551353
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.12      1.551     0.002     1.550     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917533136840
Fiber ID: 69917533281900
Total: 1.549186
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.549     0.000     1.549     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917533278400
Fiber ID: 69917534481360
Total: 1.537910
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.538     0.000     1.538     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917534723840
Fiber ID: 69917534857860
Total: 1.535177
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.535     0.000     1.535     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917534870920
Fiber ID: 69917536875460
Total: 1.529179
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.08      1.529     0.001     1.528     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917536893580
Fiber ID: 69917537142280
Total: 1.527768
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.528     0.000     1.528     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917537153540
Fiber ID: 69917561758860
Total: 1.521638
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.72      1.522     0.011     1.511     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917510529380
Fiber ID: 69917510243300
Total: 1.438423
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.438     0.000     1.438     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917510240000
Fiber ID: 69917512200400
Total: 1.423785
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.12      1.424     0.002     1.422     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917512209240
Fiber ID: 69917517489660
Total: 1.421848
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.422     0.000     1.422     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917517488220
Fiber ID: 69917518449920
Total: 1.416274
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.07      1.416     0.001     1.415     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917518447880
Fiber ID: 69917518556780
Total: 1.409655
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.410     0.000     1.410     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917518554160
Fiber ID: 69917520448420
Total: 1.396999
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.12      1.397     0.002     1.395     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917520510280
Fiber ID: 69917520581580
Total: 1.394968
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.395     0.000     1.395     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917521579880
Fiber ID: 69917521629660
Total: 1.375197
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.375     0.000     1.375     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917521628420
Fiber ID: 69917522506080
Total: 1.364867
Sort by: self_time

 %self      total      self      wait     child     calls  name
  1.78      1.365     0.024     1.341     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917522502660
Fiber ID: 69917522818660
Total: 1.340194
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.340     0.000     1.340     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917522817880
Fiber ID: 69917522045000
Total: 1.337841
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.02      0.003     0.000     0.003     0.000        1   IO#gets
  0.00      1.338     0.000     1.335     0.003        1   Stomp::Client#start_listeners
  0.00      0.003     0.000     0.000     0.003        2   Mutex#synchronize
  0.00      0.003     0.000     0.000     0.003        1   Stomp::Connection#__old_receive
  0.00      0.003     0.000     0.000     0.003        1   Stomp::Connection#_init_line_read
  0.00      0.003     0.000     0.000     0.003        1   Stomp::Connection#receive
  0.00      0.000     0.000     0.000     0.000        2   Stomp::Connection#closed?
  0.00      0.000     0.000     0.000     0.000        1   Stomp::Connection#socket
  0.00      0.003     0.000     0.000     0.003        1   Stomp::Connection#_receive
  0.00      0.000     0.000     0.000     0.000        1   Kernel#nil?
  0.00      0.000     0.000     0.000     0.000        1   NilClass#nil?

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917527962400
Fiber ID: 69917527988180
Total: 1.317244
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.317     0.000     1.317     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917527986200
Fiber ID: 69917528435820
Total: 1.308638
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.29      1.309     0.004     1.305     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917528434600
Fiber ID: 69917528520480
Total: 1.304547
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.305     0.000     1.304     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917528518920
Fiber ID: 69917529112460
Total: 1.298211
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.298     0.000     1.298     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917529106180
Fiber ID: 69917529200900
Total: 1.295692
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.296     0.000     1.296     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917529199680
Fiber ID: 69917529772400
Total: 1.289372
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.09      1.289     0.001     1.288     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917529771040
Fiber ID: 69917529838400
Total: 1.287974
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.288     0.000     1.288     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917529837160
Fiber ID: 69917530488720
Total: 1.282327
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.07      1.282     0.001     1.281     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917530480660
Fiber ID: 69917530766440
Total: 1.281123
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.281     0.000     1.281     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917530763260
Fiber ID: 69917531792980
Total: 1.274844
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.275     0.000     1.275     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917532156480
Fiber ID: 69917532468980
Total: 1.250745
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.251     0.000     1.251     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917532464240
Fiber ID: 69917533701160
Total: 1.245344
Sort by: self_time

 %self      total      self      wait     child     calls  name
  1.24      1.245     0.015     1.230     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917533722700
Fiber ID: 69917533913020
Total: 1.229511
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      1.230     0.000     1.229     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917533906480
Fiber ID: 69917536060100
Total: 1.223162
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.45      1.223     0.006     1.218     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917536216440
Fiber ID: 69917536362720
Total: 1.217318
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.01      1.217     0.000     1.217     0.000        1   Timeout#timeout
  0.00      0.000     0.000     0.000     0.000        1   Kernel#sleep

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 69917536408320
Fiber ID: 69917538001520
Total: 1.211797
Sort by: self_time

 %self      total      self      wait     child     calls  name
  1.30      1.212     0.016     1.196     0.000        1   Stomp::Client#start_listeners

* indicates recursively called methods
Measure Mode: wall_time
